metric,measure,which_comparisons
MUSE_cloud,0.41300399899482726,DIFF
MUSE_cloud,0.6309897866513994,DIFF
MUSE_cloud,0.5612413606473378,DIFF
MUSE_cloud,0.6523626126348973,DIFF
MUSE_cloud,0.6311525713120189,DIFF
MUSE_cloud,0.5726449818987596,DIFF
MUSE_cloud,0.6755029696684617,DIFF
MUSE_cloud,0.6077748388051987,DIFF
MUSE_cloud,0.27323807068169115,DIFF
MUSE_cloud,0.7683112214912068,DIFF
MUSE_cloud,0.7181183509528637,DIFF
MUSE_cloud,0.6048203051090241,DIFF
MUSE_cloud,0.4821347087621689,DIFF
MUSE_cloud,0.6672489325205485,DIFF
MUSE_cloud,0.5424686555158008,DIFF
MUSE_cloud,0.6789846203543923,DIFF
MUSE_cloud,0.6235742308199406,DIFF
MUSE_cloud,0.3866272196173668,DIFF
MUSE_cloud,0.5643675532191992,DIFF
MUSE_cloud,0.5467324495315552,DIFF
MUSE_cloud,0.6195422840469024,DIFF
MUSE_cloud,0.7481021718545393,DIFF
MUSE_cloud,0.6619635528096786,DIFF
MUSE_cloud,0.5653829289709821,DIFF
MUSE_cloud,0.7699463566144308,DIFF
MUSE_cloud,0.5926528136645045,DIFF
MUSE_cloud,0.37237843374411267,DIFF
MUSE_cloud,0.622034337903772,DIFF
MUSE_cloud,0.5972835698298046,DIFF
MUSE_cloud,0.5448428869247437,DIFF
MUSE_cloud,0.5670866996049881,DIFF
MUSE_cloud,0.8252778649330139,DIFF
MUSE_cloud,0.7513753175735474,DIFF
MUSE_cloud,0.7298866552965981,DIFF
MUSE_cloud,0.6299677491188049,DIFF
MUSE_cloud,0.5685963124036789,DIFF
MUSE_cloud,0.791449411348863,DIFF
MUSE_cloud,0.9094030559062958,DIFF
MUSE_cloud,0.6798533929718865,DIFF
MUSE_cloud,0.7698246708346738,DIFF
MUSE_cloud,0.5710884733125567,DIFF
MUSE_cloud,0.5708859887193231,DIFF
MUSE_cloud,0.5932024852796034,DIFF
MUSE_cloud,0.5355888601569903,DIFF
MUSE_cloud,0.8439084167281786,DIFF
MUSE_cloud,0.3168246125181516,DIFF
MUSE_cloud,0.6691070313637073,DIFF
MUSE_bw_0.001,0.8000508404296245,SAME
MUSE_bw_0.001,0.7999618648307606,SAME
MUSE_bw_0.001,0.75,SAME
MUSE_bw_0.001,0.7498808531629132,SAME
MUSE_bw_0.001,0.9090909090909091,SAME
MUSE_bw_0.001,0.6362459465677744,SAME
MUSE_bw_0.001,0.9230543555709819,SAME
MUSE_bw_0.001,0.857103940524661,SAME
MUSE_bw_0.001,0.6666454725565947,SAME
MUSE_bw_0.001,0.9167014348130171,SAME
MUSE_bw_0.001,0.6667089993712417,SAME
MUSE_bw_0.001,0.8001016364459749,SAME
MUSE_bw_0.001,0.9230430781477045,SAME
MUSE_bw_0.001,0.8,SAME
MUSE_bw_0.001,0.7998474229559098,SAME
MUSE_bw_0.001,0.7272727272727273,SAME
MUSE_bw_0.001,0.7272727272727273,SAME
MUSE_bw_0.001,0.6667372813662132,SAME
MUSE_bw_0.001,0.8888418210259352,SAME
MUSE_bw_0.001,0.888794795825181,SAME
MUSE_bw_0.001,0.5002383568150038,SAME
MUSE_bw_0.001,0.8889830418216176,SAME
MUSE_bw_0.001,0.7271782098359632,SAME
MUSE_bw_0.001,0.799987304934612,SAME
MUSE_bw_0.001,0.7999618648307606,SAME
MUSE_bw_0.001,0.9231446107012232,SAME
MUSE_bw_0.001,0.8,SAME
MUSE_bw_0.001,0.8569092927983171,SAME
MUSE_bw_0.001,1.0,SAME
MUSE_bw_0.001,0.8571720522489632,SAME
MUSE_bw_0.001,1.0,SAME
MUSE_bw_0.001,0.75,SAME
MUSE_bw_0.001,0.8799602947282361,SAME
MUSE_bw_0.001,0.7057635294048987,SAME
MUSE_bw_0.001,0.9090909090909091,SAME
MUSE_bw_0.001,0.8334524385460823,SAME
MUSE_bw_0.001,0.6154974066310123,SAME
MUSE_bw_0.001,0.8333333333333334,SAME
MUSE_bw_0.001,0.8888653481622247,SAME
MUSE_bw_0.001,0.714382943911003,SAME
MUSE_bw_0.001,1.0,SAME
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.33334657933629896,DIFF
MUSE_bw_0.001,0.4996423847790659,DIFF
MUSE_bw_0.001,0.5721024126404464,DIFF
MUSE_bw_0.001,0.09523375371559578,DIFF
MUSE_bw_0.001,0.48296596510640905,DIFF
MUSE_bw_0.001,0.8332803875946068,DIFF
MUSE_bw_0.001,0.31589239985488493,DIFF
MUSE_bw_0.001,0.17399050532020882,DIFF
MUSE_bw_0.001,0.47054531149353235,DIFF
MUSE_bw_0.001,0.46157232228222494,DIFF
MUSE_bw_0.001,0.5000397197166965,DIFF
MUSE_bw_0.001,0.3635260572076588,DIFF
MUSE_bw_0.001,0.1818812092168322,DIFF
MUSE_bw_0.001,0.4442757405790819,DIFF
MUSE_bw_0.001,0.6666666666666666,DIFF
MUSE_bw_0.001,0.2857531970324426,DIFF
MUSE_bw_0.001,0.37051677163760854,DIFF
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.34801856333961734,DIFF
MUSE_bw_0.001,0.6873957216686823,DIFF
MUSE_bw_0.001,0.3636993643439865,DIFF
MUSE_bw_0.001,0.09530512881665514,DIFF
MUSE_bw_0.001,0.3845814896106787,DIFF
MUSE_bw_0.001,0.11757109180051675,DIFF
MUSE_bw_0.001,0.24006087462615425,DIFF
MUSE_bw_0.001,0.1333968184369523,DIFF
MUSE_bw_0.001,0.09535050615309462,DIFF
MUSE_bw_0.001,0.35325799468326574,DIFF
MUSE_bw_0.001,0.47104373350459183,DIFF
MUSE_bw_0.001,0.4444915209108088,DIFF
MUSE_bw_0.001,0.15384615384615385,DIFF
MUSE_bw_0.001,0.5558350873867393,DIFF
MUSE_bw_0.001,0.2857142857142857,DIFF
MUSE_bw_0.001,0.5883507476646945,DIFF
MUSE_bw_0.001,0.5714674995626424,DIFF
MUSE_bw_0.001,0.4517637108806064,DIFF
MUSE_bw_0.001,0.4615723053506116,DIFF
MUSE_bw_0.001,0.5836575694398286,DIFF
MUSE_bw_0.001,0.5453757551483277,DIFF
MUSE_bw_0.001,0.20001906576692907,DIFF
MUSE_bw_0.001,0.28595417710775245,DIFF
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.22237908746129068,DIFF
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.3752901935387121,DIFF
MUSE_bw_0.001,0.3529081765587635,DIFF
MUSE_bw_0.001,0.6666666534085582,DIFF
MUSE_bw_0.001,0.4444444444444444,DIFF
MUSE_bw_0.001,0.24999227407362862,DIFF
MUSE_bw_0.001,0.33349229521859863,DIFF
MUSE_bw_0.001,0.30788405357308085,DIFF
MUSE_bw_0.001,0.31603207357665536,DIFF
MUSE_bw_0.001,0.4,DIFF
MUSE_bw_0.001,0.2857239344267658,DIFF
MUSE_bw_0.001,0.6666666666666666,DIFF
MUSE_bw_0.001,0.3810561658797048,DIFF
MUSE_bw_0.001,0.33339952087427327,DIFF
MUSE_bw_0.001,0.11109616336363815,DIFF
MUSE_bw_0.001,0.12512651584455545,DIFF
MUSE_bw_0.001,0.4444444444444444,DIFF
MUSE_bw_0.001,0.47061463606419646,DIFF
MUSE_bw_0.001,0.6667514061012775,DIFF
MUSE_bw_0.001,0.40030510314792234,DIFF
MUSE_bw_0.001,0.2727863468925053,DIFF
MUSE_bw_0.001,0.34793733733939913,DIFF
MUSE_bw_0.001,0.1111670145309459,DIFF
MUSE_bw_0.001,0.4285860261244816,DIFF
MUSE_bw_0.001,0.3685048545366292,DIFF
MUSE_bw_0.001,0.5332909505546867,DIFF
MUSE_bw_0.001,0.13343076827297207,DIFF
MUSE_bw_0.001,0.1334265703477664,DIFF
MUSE_bw_0.001,0.444632715896259,DIFF
MUSE_bw_0.001,0.42864436787407395,DIFF
MUSE_bw_0.001,0.5000099772114132,DIFF
MUSE_bw_0.001,0.4286589557933801,DIFF
MUSE_bw_0.001,0.3158205443538748,DIFF
MUSE_bw_0.001,0.46153846153846156,DIFF
MUSE_bw_0.001,0.428736689082722,DIFF
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.5454545454545454,DIFF
MUSE_bw_0.001,0.6113072243324638,DIFF
MUSE_bw_0.001,0.39984745365497665,DIFF
MUSE_bw_0.001,0.20003811608848046,DIFF
MUSE_bw_0.001,0.4001271461153847,DIFF
MUSE_bw_0.001,0.36368364365522743,DIFF
MUSE_bw_0.001,0.3637624184336644,DIFF
MUSE_bw_0.001,0.4001333808004671,DIFF
MUSE_bw_0.001,0.0909859127615067,DIFF
MUSE_bw_0.001,0.25011904242955446,DIFF
MUSE_bw_0.001,0.4,DIFF
MUSE_bw_0.001,0.42087564393357324,DIFF
MUSE_bw_0.001,0.545297016393272,DIFF
MUSE_bw_0.001,0.533367226953083,DIFF
MUSE_bw_0.001,0.21068747000219262,DIFF
MUSE_bw_0.001,0.6666666666666666,DIFF
MUSE_bw_0.001,0.37502235307413784,DIFF
MUSE_bw_0.001,0.1334053767694015,DIFF
MUSE_bw_0.001,0.37485110193510845,DIFF
MUSE_bw_0.001,0.35725705067628083,DIFF
MUSE_bw_0.001,0.20692372811948004,DIFF
MUSE_bw_0.001,0.4,DIFF
MUSE_bw_0.001,0.5000993210636249,DIFF
MUSE_bw_0.001,0.5334095673281934,DIFF
MUSE_bw_0.001,0.4348078979135336,DIFF
MUSE_bw_0.001,0.16667990657223217,DIFF
MUSE_bw_0.001,0.33315678157067885,DIFF
MUSE_bw_0.001,0.7272490804048369,DIFF
MUSE_bw_0.001,0.7500893729124338,DIFF
MUSE_bw_0.001,0.4444444444444444,DIFF
MUSE_bw_0.001,0.5453796169134257,DIFF
MUSE_bw_0.001,0.37500371905825514,DIFF
MUSE_bw_0.001,0.3524235040175591,DIFF
MUSE_bw_0.001,0.36341580126865297,DIFF
MUSE_bw_0.001,0.4828946511513188,DIFF
MUSE_bw_0.001,0.714382943911003,DIFF
MUSE_bw_0.001,0.0,DIFF
MUSE_bw_0.001,0.4616342929640292,DIFF
MUSE_bw_0.01,0.8000050862953586,SAME
MUSE_bw_0.01,0.7999961852299734,SAME
MUSE_bw_0.01,0.75,SAME
MUSE_bw_0.01,0.7499880785025836,SAME
MUSE_bw_0.01,0.9090909090909091,SAME
MUSE_bw_0.01,0.6363518549543203,SAME
MUSE_bw_0.01,0.9230746657933688,SAME
MUSE_bw_0.01,0.8571389644885605,SAME
MUSE_bw_0.01,0.6666645473769339,SAME
MUSE_bw_0.01,0.916670143956625,SAME
MUSE_bw_0.01,0.6666709053269787,SAME
MUSE_bw_0.01,0.8000101726553936,SAME
MUSE_bw_0.01,0.9230735371019115,SAME
MUSE_bw_0.01,0.8,SAME
MUSE_bw_0.01,0.7999847400466955,SAME
MUSE_bw_0.01,0.7272727272727273,SAME
MUSE_bw_0.01,0.7272727272727273,SAME
MUSE_bw_0.01,0.6666737309957186,SAME
MUSE_bw_0.01,0.8888841791864686,SAME
MUSE_bw_0.01,0.8888794690847681,SAME
MUSE_bw_0.01,0.5000238452690032,SAME
MUSE_bw_0.01,0.8888983079942915,SAME
MUSE_bw_0.01,0.727263269017619,SAME
MUSE_bw_0.01,0.7999987283857366,SAME
MUSE_bw_0.01,0.7999961852299734,SAME
MUSE_bw_0.01,0.9230836947785508,SAME
MUSE_bw_0.01,0.8,SAME
MUSE_bw_0.01,0.8571194980345647,SAME
MUSE_bw_0.01,1.0,SAME
MUSE_bw_0.01,0.8571457765639733,SAME
MUSE_bw_0.01,1.0,SAME
MUSE_bw_0.01,0.75,SAME
MUSE_bw_0.01,0.8799960322683408,SAME
MUSE_bw_0.01,0.7058704728945615,SAME
MUSE_bw_0.01,0.9090909090909091,SAME
MUSE_bw_0.01,0.8333452545465123,SAME
MUSE_bw_0.01,0.6153959016781895,SAME
MUSE_bw_0.01,0.8333333333333334,SAME
MUSE_bw_0.01,0.8888865340875856,SAME
MUSE_bw_0.01,0.714295445788871,SAME
MUSE_bw_0.01,1.0,SAME
MUSE_bw_0.01,0.0,DIFF
MUSE_bw_0.01,0.3333346578862583,DIFF
MUSE_bw_0.01,0.49996423465499795,DIFF
MUSE_bw_0.01,0.5714960502320519,DIFF
MUSE_bw_0.01,0.0952376627140762,DIFF
MUSE_bw_0.01,0.482779374201683,DIFF
MUSE_bw_0.01,0.8333280349742563,DIFF
MUSE_bw_0.01,0.3157997773644188,DIFF
MUSE_bw_0.01,0.17392079636241312,DIFF
MUSE_bw_0.01,0.470583945193048,DIFF
MUSE_bw_0.01,0.4615418473892754,DIFF
MUSE_bw_0.01,0.500003973674565,DIFF
MUSE_bw_0.01,0.3636253291967426,DIFF
MUSE_bw_0.01,0.18182448732158735,DIFF
MUSE_bw_0.01,0.44442756815980106,DIFF
MUSE_bw_0.01,0.6666666666666666,DIFF
MUSE_bw_0.01,0.2857181783155484,DIFF
MUSE_bw_0.01,0.370385023295482,DIFF
MUSE_bw_0.01,0.0,DIFF
MUSE_bw_0.01,0.3478453794571081,DIFF
MUSE_bw_0.01,0.687489568441041,DIFF
MUSE_bw_0.01,0.3636426690304328,DIFF
MUSE_bw_0.01,0.09524479954307609,DIFF
MUSE_bw_0.01,0.3846119986900532,DIFF
MUSE_bw_0.01,0.1176394684317984,DIFF
MUSE_bw_0.01,0.24000610415597645,DIFF
MUSE_bw_0.01,0.133339691768497,DIFF
MUSE_bw_0.01,0.09524934170534197,DIFF
MUSE_bw_0.01,0.3529728584611297,DIFF
MUSE_bw_0.01,0.4706337784749126,DIFF
MUSE_bw_0.01,0.44444915399714574,DIFF
MUSE_bw_0.01,0.15384615384615385,DIFF
MUSE_bw_0.01,0.5555835196359239,DIFF
MUSE_bw_0.01,0.2857142857142857,DIFF
MUSE_bw_0.01,0.5882468440333766,DIFF
MUSE_bw_0.01,0.5714324640033177,DIFF
MUSE_bw_0.01,0.45162798888801237,DIFF
MUSE_bw_0.01,0.4615418473892754,DIFF
MUSE_bw_0.01,0.5833657881040999,DIFF
MUSE_bw_0.01,0.545446663711959,DIFF
MUSE_bw_0.01,0.20000190736682288,DIFF
MUSE_bw_0.01,0.2857382917785549,DIFF
MUSE_bw_0.01,0.0,DIFF
MUSE_bw_0.01,0.22223792217305155,DIFF
MUSE_bw_0.01,0.0,DIFF
MUSE_bw_0.01,0.37502905951603477,DIFF
MUSE_bw_0.01,0.35293787648540914,DIFF
MUSE_bw_0.01,0.6666666666666666,DIFF
MUSE_bw_0.01,0.4444444444444444,DIFF
MUSE_bw_0.01,0.24999925487310012,DIFF
MUSE_bw_0.01,0.3333492286632218,DIFF
MUSE_bw_0.01,0.307711495235953,DIFF
MUSE_bw_0.01,0.31581378126583826,DIFF
MUSE_bw_0.01,0.4,DIFF
MUSE_bw_0.01,0.2857152589010631,DIFF
MUSE_bw_0.01,0.6666666666666666,DIFF
MUSE_bw_0.01,0.38096276185885236,DIFF
MUSE_bw_0.01,0.3333399562032263,DIFF
MUSE_bw_0.01,0.11110963920042467,DIFF
MUSE_bw_0.01,0.12501266727056265,DIFF
MUSE_bw_0.01,0.4444444444444444,DIFF
MUSE_bw_0.01,0.4705908752378309,DIFF
MUSE_bw_0.01,0.6666751438794947,DIFF
MUSE_bw_0.01,0.4000305199066091,DIFF
MUSE_bw_0.01,0.27273318434173177,DIFF
MUSE_bw_0.01,0.3478372659277143,DIFF
MUSE_bw_0.01,0.11111670392718478,DIFF
MUSE_bw_0.01,0.42857288828198664,DIFF
MUSE_bw_0.01,0.36842944051563736,DIFF
MUSE_bw_0.01,0.5333290945113189,DIFF
MUSE_bw_0.01,0.13334308271694975,DIFF
MUSE_bw_0.01,0.13334265880105853,DIFF
MUSE_bw_0.01,0.44446328325412554,DIFF
MUSE_bw_0.01,0.42857872722365553,DIFF
MUSE_bw_0.01,0.5000009934443008,DIFF
MUSE_bw_0.01,0.42858018698393247,DIFF
MUSE_bw_0.01,0.31579264412692554,DIFF
MUSE_bw_0.01,0.46153846153846156,DIFF
MUSE_bw_0.01,0.4285879728029961,DIFF
MUSE_bw_0.01,0.0,DIFF
MUSE_bw_0.01,0.5454545454545454,DIFF
MUSE_bw_0.01,0.6111307600515723,DIFF
MUSE_bw_0.01,0.39998474033777265,DIFF
MUSE_bw_0.01,0.2000038147700266,DIFF
MUSE_bw_0.01,0.4000127160617848,DIFF
MUSE_bw_0.01,0.36364109266141537,DIFF
MUSE_bw_0.01,0.3636489746431747,DIFF
MUSE_bw_0.01,0.4000133526820054,DIFF
MUSE_bw_0.01,0.09091677612449658,DIFF
MUSE_bw_0.01,0.25001192149741636,DIFF
MUSE_bw_0.01,0.4,DIFF
MUSE_bw_0.01,0.4210349306513057,DIFF
MUSE_bw_0.01,0.5454387816960317,DIFF
MUSE_bw_0.01,0.5333367241969057,DIFF
MUSE_bw_0.01,0.21054243174143367,DIFF
MUSE_bw_0.01,0.6666666666666666,DIFF
MUSE_bw_0.01,0.3750022351875018,DIFF
MUSE_bw_0.01,0.13334053926203238,DIFF
MUSE_bw_0.01,0.3749850984835263,DIFF
MUSE_bw_0.01,0.3571542926328058,DIFF
MUSE_bw_0.01,0.20689927343354889,DIFF
